Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W
Casey,ACT,2913,-35.1783044,149.1099161,-35.1535516,149.1514422,-35.2087311,149.0759967
Cashmere,QLD,4500,-27.3033237,152.9323602,-27.2535721,153.0140697,-27.343515,152.8645986
Cashmore,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893
Cassilis,NSW,2329,-32.0459832,150.1184797,-31.7461345,150.5332553,-32.4087957,149.638204
Cassilis,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969
Castambul,SA,5076,-34.873423,138.7040858,-34.8570505,138.7861792,-34.8869566,138.6911346
Castaways Beach,QLD,4567,-26.4065351,153.1018054,-26.3764282,153.1199365,-26.444752,153.0720168
Castella,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039
Casterton,VIC,3311,-37.5824909,141.2841298,-37.4668829,141.5178249,-37.675684,141.1511158
Castle Cove,NSW,2069,-33.7808794,151.195674,-33.7671221,151.2329411,-33.7933438,151.1615396
Castle Creek,QLD,4715,-24.6360972,150.3037323,-24.0106768,150.9836596,-24.890776,150.1536491
Castle Forbes Bay,TAS,7116,-43.1516532,146.8904415,-43.0532569,147.1007138,-43.2918765,146.7752596
Castle Hill,NSW,2154,-33.7270691,150.9947439,-33.7033981,151.0318942,-33.7570514,150.9634514
Castle Hill,QLD,4810,-19.35682,147.0379125,-19.1803337,147.1202374,-19.4468769,146.701059
Castle Rock,NSW,2333,-32.2415573,150.7214362,-32.11058,151.0877125,-32.6879475,150.3801688
Castlecrag,NSW,2068,-33.7992003,151.20733,-33.7853284,151.2308756,-33.8134518,151.1921153
Castlemaine,VIC,3450,-37.0636472,144.2265602,-37.0332559,144.256411,-37.0852574,144.1877121
Castlereagh,NSW,2749,-33.7039148,150.6865817,-33.6407284,150.7280635,-33.7350998,150.6533317
Castra,TAS,7315,-41.3068098,146.1037444,-41.1215665,146.2788947,-41.4962634,145.8519321
Casuarina,NSW,2487,-28.2768342,153.5452038,-28.1691515,153.5859303,-28.3267619,153.4856218
Casuarina,NT,0810,-12.3675944,130.8677469,-12.3215608,130.9060191,-12.402662,130.8246358
Casuarina,WA,6167,-32.2244737,115.8403461,-32.1803251,115.9008054,-32.2598879,115.7551309
Casula,NSW,2170,-33.9477825,150.9190988,-33.8943255,150.9791385,-33.9667885,150.8487562
Cataby,WA,6507,-30.6953762,115.5681084,-30.4546404,115.952226,-31.0084454,115.1923923
Catani,VIC,3981,-38.1825837,145.5912693,-38.1339949,145.7447137,-38.271783,145.3895529
Cataract,NSW,2560,-34.2364674,150.8144215,-34.0343676,150.9345202,-34.3952703,150.7187812
Cathcart,NSW,2632,-36.9411375,149.1960526,-36.6801472,149.6503276,-37.2629803,148.9534114
Cathcart,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091
Catherine Field,NSW,2557,-33.9968842,150.7737333,-33.9111137,150.7986242,-34.0456144,150.7517731
Catherine Hill Bay,NSW,2281,-33.1170985,151.6362736,-33.0627923,151.6656899,-33.1695327,151.5971705
Cathkin,VIC,3714,-37.1872994,145.6245586,-37.0443318,145.8923062,-37.4183909,145.5520401
Cathundral,NSW,2823,-31.8320618,148.0982046,-31.6739983,148.3434147,-32.3833968,147.4947105
Cattai,NSW,2756,-33.3137032,150.7214362,-33.0003213,151.0281598,-33.6778028,150.5236622
Catterick,WA,6255,-33.8773133,116.2777073,-33.6705231,116.4040909,-34.0563022,116.0397403
Cattle Creek,NSW,2339,-31.7795952,150.535641,-31.5511397,150.910751,-31.8582385,150.151705
Cattle Creek,QLD,4407,-27.5330018,151.1982604,-27.3988994,151.3426551,-27.8052797,150.7322633
Catumnal,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882
Caulfield,VIC,3162,-37.8932076,145.0217795,-37.8791569,145.03817,-37.9032869,145.012214
Caulfield East,VIC,3145,-37.8763981,145.0548502,-37.8634725,145.0922014,-37.8929763,145.0345909
Caulfield Junction,VIC,3161,-37.8712631,145.0190242,-37.8602251,145.040152,-37.8813929,145.0071738
Caulfield North,VIC,3161,-37.8712631,145.0190242,-37.8602251,145.040152,-37.8813929,145.0071738
Caulfield South,VIC,3162,-37.8932076,145.0217795,-37.8791569,145.03817,-37.9032869,145.012214
Causeway,ACT,2604,-35.3321319,149.1529768,-35.3075606,149.1629605,-35.3457163,149.1351911
Cavan,SA,5094,-34.8038009,138.56876,-34.7860134,138.6237404,-34.8494144,138.5247688
Caveat,VIC,3660,-37.0435482,145.2480193,-36.885474,145.543928,-37.2119387,144.9590299
Cavendish,VIC,3314,-37.4235761,142.0639245,-37.1434679,142.5163509,-37.662769,141.8082758
Caversham,WA,6055,-31.8545729,115.9822747,-31.7913377,116.0432844,-31.9400597,115.9530111
Caves Beach,NSW,2281,-33.1170985,151.6362736,-33.0627923,151.6656899,-33.1695327,151.5971705
Caveton,SA,5291,-37.9551815,140.7091777,-37.6217668,140.972268,-38.0626948,140.3722201
Cawongla,NSW,2474,-28.4803132,152.9205918,-28.3096077,153.1591118,-28.7312767,152.6529469
Cecil Hills,NSW,2171,-33.9333763,150.8434913,-33.8746906,150.8736587,-33.9521696,150.8192421
Cecil Park,NSW,2178,-33.8769426,150.8027952,-33.8223587,150.8536667,-33.9160141,150.7552564
Cecil Plains,QLD,4407,-27.5330018,151.1982604,-27.3988994,151.3426551,-27.8052797,150.7322633
Cedar Creek,NSW,2325,-32.9380528,151.1869325,-32.7447487,151.4713226,-33.1299019,150.8310154
Cedar Creek,NSW,2484,-28.3541283,153.3446649,-28.2309339,153.5725777,-28.5427325,153.1071997
Cedar Creek,QLD,4520,-27.37121,152.8676186,-27.1893725,152.9310641,-27.4610026,152.7421677
Cedar Party,NSW,2429,-31.7944775,152.3095833,-31.4424049,152.5280362,-32.2992135,151.9433272
Cedarton,QLD,4514,-26.9550035,152.7779946,-26.7998766,152.8754463,-27.0686667,152.5637697
Cells River,NSW,2424,-31.6440437,152.0282394,-31.4766999,152.2752378,-31.9169621,151.7533434
Cement Mills,QLD,4352,-27.4595003,151.9470976,-26.9583088,152.2061864,-28.595676,151.0733756
Centennial Park,NSW,2021,-33.8921203,151.2306446,-33.8767793,151.2423581,-33.9060625,151.2145416
Central Colo,NSW,2756,-33.3137032,150.7214362,-33.0003213,151.0281598,-33.6778028,150.5236622
Central MacDonald,NSW,2775,-33.3029838,151.0005643,-33.0752478,151.177775,-33.4850921,150.8445665
Central Mangrove,NSW,2250,-33.3502247,151.1869325,-33.0802423,151.4474297,-33.508644,151.0744547
Central Park,VIC,3145,-37.8763981,145.0548502,-37.8634725,145.0922014,-37.8929763,145.0345909
Central Tilba,NSW,2546,-36.2586281,149.9797036,-36.1278567,150.1498139,-36.5716274,149.5235996
Ceratodus,QLD,4627,-25.3721972,151.1215391,-25.0274198,151.3405533,-25.7366685,150.3696494
Ceres,VIC,3221,-38.1636337,144.1501922,-38.110333,144.2936757,-38.2001739,144.08518
Cervantes,WA,6511,-30.5017292,115.0762536,-30.4808982,115.0894717,-30.5244731,115.053901
Cessnock,NSW,2325,-32.9380528,151.1869325,-32.7447487,151.4713226,-33.1299019,150.8310154
Chadstone,VIC,3148,-37.8819831,145.0989646,-37.8729889,145.110735,-37.8927351,145.0893827
Chadstone Centre,VIC,3148,-37.8819831,145.0989646,-37.8729889,145.110735,-37.8927351,145.0893827
Chaffey,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Chahpingah,QLD,4610,-26.5397645,151.84313,-26.276698,152.0118352,-26.8033464,151.0768325
Chain of Lagoons,TAS,7215,-41.6050056,148.2278837,-41.3736843,148.357134,-42.3450603,148.0475479
Chain of Ponds,SA,5231,-34.7490901,138.8598651,-34.6804481,138.9264928,-34.8486596,138.7845418
Chambers Flat,QLD,4133,-27.7240022,153.1030766,-27.677505,153.1608869,-27.7745249,153.0378284
Champion Lakes,WA,6111,-32.1384821,116.1832068,-32.0274174,116.3576369,-32.2875972,115.9630031
Chances Plain,QLD,4413,-26.3724452,150.7679216,-25.5988303,151.2241709,-27.0673632,150.2717814
Chandler,QLD,4155,-27.5139687,153.1559725,-27.5003784,153.2014903,-27.5331296,153.1416307
Chandler,WA,6490,-31.1569039,118.2526623,-30.9370706,118.5053797,-31.3370751,117.9287859
Chandlers Creek,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325
Chandlers Hill,SA,5159,-35.0684302,138.5887875,-35.0291783,138.6450326,-35.1086438,138.5457617
Changerup,WA,6394,-33.7768625,116.8910342,-33.4909816,117.2017799,-34.1115476,116.6962803
Channybearup,WA,6260,-34.3994251,115.8048521,-34.1807817,116.21793,-34.671955,115.531822
Chapel Hill,QLD,4069,-27.5020161,152.8970569,-27.4430554,152.9744962,-27.5551635,152.8099338
Chapel Hill,SA,5153,-35.08318,138.7794089,-35.0123524,138.8880258,-35.2083958,138.6673641
Chapman Bore,SA,5253,-35.0218395,139.4872858,-34.9268607,139.6199188,-35.2904592,139.1560296
Chapple Vale,VIC,3239,-38.5619202,143.4122052,-38.4710118,143.6518059,-38.6948039,143.20324
Charam,VIC,3318,-37.0613621,141.3050851,-36.8018561,141.599394,-37.249133,140.9716005
Charbon,NSW,2848,-32.9298576,149.956588,-32.8236354,150.0429178,-33.02576,149.906482
Charlemont,VIC,3217,-38.2617284,144.3248554,-38.1854728,144.4188808,-38.3108053,144.2001884
Charleroi,VIC,3695,-36.3055342,147.1238691,-36.1848167,147.197373,-36.4521525,147.0242414
Charles Sturt University,NSW,2678,-35.0612323,147.3581255,-35.0468043,147.3767502,-35.0688236,147.3465399
Charleston,SA,5244,-34.929131,138.9404364,-34.8377986,139.0413289,-35.0373725,138.8380155
Charlestown,NSW,2290,-32.9754667,151.712257,-32.9512772,151.7391178,-33.0205632,151.6569205
Charlestown,QLD,4608,-26.3706839,151.7473377,-26.3019858,152.0385355,-26.4541217,151.6078818
Charleville,QLD,4470,-26.2260696,146.0249982,-25.2744114,146.819063,-27.1865666,145.2935982
Charlotte Cove,TAS,7112,-43.1426974,147.1092455,-43.0862732,147.225638,-43.2831152,147.0322882
Charlton,QLD,4350,-27.5564884,151.9533185,-27.4870128,152.0167561,-27.6515078,151.7323813
Charlton,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854
Charmhaven,NSW,2263,-33.2504355,151.5077645,-33.2079801,151.5794902,-33.2984092,151.4734608
Charnwood,ACT,2615,-35.2087136,149.0238401,-35.1687125,149.0953643,-35.280384,148.9614384
Chatswood,NSW,2067,-33.7969122,151.1781916,-33.7844928,151.2031813,-33.8070343,151.1533985
Chatswood West,NSW,2067,-33.7969122,151.1781916,-33.7844928,151.2031813,-33.8070343,151.1533985
Chatsworth,VIC,3379,-37.5195066,142.6172766,-37.2928974,142.8493301,-37.9079969,142.3534801
Cheero Point,NSW,2083,-33.5542808,151.2219013,-33.4727683,151.2847816,-33.6279947,151.1495084
Chelmer,QLD,4068,-27.5017624,152.973555,-27.4867775,153.0107588,-27.52317,152.9544308
Chelmsford,QLD,4606,-26.277494,151.8175207,-26.1911137,151.9177616,-26.3417062,151.6860815
Chelsea,VIC,3196,-38.048116,145.1210303,-38.0253839,145.1445673,-38.0732517,145.1043467
Chelsea Heights,VIC,3196,-38.048116,145.1210303,-38.0253839,145.1445673,-38.0732517,145.1043467
Cheltenham,NSW,2119,-33.7551665,151.0646032,-33.7410242,151.0888626,-33.7663667,151.0474731
Cheltenham,QLD,4627,-25.3721972,151.1215391,-25.0274198,151.3405533,-25.7366685,150.3696494
Cheltenham,SA,5014,-34.8680352,138.5137217,-34.8521046,138.5294025,-34.8841813,138.5021748
Cheltenham,VIC,3192,-37.964155,145.0658766,-37.947632,145.0931779,-37.9762783,145.0272577
Cheltenham East,VIC,3192,-37.964155,145.0658766,-37.947632,145.0931779,-37.9762783,145.0272577
Chepstowe,VIC,3351,-37.6978029,143.0029169,-37.5156466,143.8177774,-37.9332909,142.7178929
Cherbourg,QLD,4605,-26.1309297,151.8409214,-25.9466879,152.080494,-26.3538979,151.7187501
Chermside,QLD,4032,-27.3847107,153.023588,-27.3742159,153.0461123,-27.3965838,153.000351
Chermside West,QLD,4032,-27.3847107,153.023588,-27.3742159,153.0461123,-27.3965838,153.000351
Cherokee,VIC,3434,-37.3550485,144.7192376,-37.2840653,144.863818,-37.4201716,144.6260266
Cherry Creek,QLD,4306,-26.9231696,152.3095833,-26.4523391,152.8773489,-27.858252,151.8753598
Cherry Gardens,SA,5157,-35.0700533,138.6589406,-35.0338078,138.8157666,-35.3500425,138.5856239
Cherry Tree Pool,WA,6395,-34.0632655,117.0794082,-33.6329901,117.3595418,-34.2179625,116.7933949
Cherrybrook,NSW,2126,-33.7287467,151.0413133,-33.7037536,151.0671008,-33.7397319,151.0249941
Cherryville,SA,5134,-34.8966143,138.7492675,-34.8560109,138.8212707,-34.9203223,138.7069871
Cherwell,QLD,4660,-25.1854347,152.3095833,-24.9994359,152.6330215,-25.4313055,152.080922
Chesney Vale,VIC,3725,-36.4002774,145.958135,-36.2989698,146.1123359,-36.4714729,145.7246361
Chester Hill,NSW,2162,-33.883427,151.006385,-33.8639861,151.0165241,-33.8990458,150.9811896
Chevallum,QLD,4555,-26.6934868,152.9559142,-26.6605357,153.0111761,-26.7257628,152.878981
Chewko,QLD,4880,-16.9941129,145.3585972,-16.7595128,145.6396994,-17.1983156,145.0583745
Chewton,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769
Chewton Bushlands,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769
Cheynes,WA,6328,-34.5142501,118.5797981,-34.2849462,118.9152374,-35.0672459,118.0358301
Chichester,WA,6751,-22.7235265,117.5495846,-21.2964681,119.4268171,-23.8878664,115.2209373
Chidlow,WA,6556,-31.9538218,116.3485586,-31.8196634,116.4151429,-32.0121247,116.2226364
Chifley,ACT,2606,-35.3490795,149.0898262,-35.3314007,149.1273643,-35.3663854,149.0629043
Chifley,NSW,2036,-33.9735997,151.2393885,-33.9394586,151.2664092,-34.0014335,151.2071672
Chigwell,TAS,7011,-42.7954134,147.2330077,-42.7651162,147.2832125,-42.8271214,147.1762026
Chilcotts Creek,NSW,2339,-31.7795952,150.535641,-31.5511397,150.910751,-31.8582385,150.151705
Childers,VIC,3824,-38.2177192,146.1812023,-38.0943289,146.2825369,-38.349749,146.0721632
Chillingollah,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829
Chilpenunda,SA,5660,-32.5989662,134.6630541,-32.51367,134.788022,-32.6849711,134.4425138
Chiltern,VIC,3683,-36.1761422,146.5840737,-36.071769,146.7103619,-36.2789159,146.5125329
Chiltern Valley,VIC,3683,-36.1761422,146.5840737,-36.071769,146.7103619,-36.2789159,146.5125329
Chinaman Wells,SA,5573,-34.407519,137.6455169,-34.1868243,137.8343622,-34.6286424,137.337278
Chinangin,VIC,3544,-35.4401221,143.1749726,-35.301023,143.4062211,-35.6547672,143.0064806
Chinchilla,QLD,4413,-26.3724452,150.7679216,-25.5988303,151.2241709,-27.0673632,150.2717814
Chinderah,NSW,2487,-28.2768342,153.5452038,-28.1691515,153.5859303,-28.3267619,153.4856218
Chinghee Creek,QLD,4285,-28.0150124,152.9676695,-27.781066,153.1258516,-28.3403143,152.7185284
Chinkapook,VIC,3546,-35.0979662,142.9599661,-34.9215891,143.1387184,-35.2493783,142.6934081
Chintin,VIC,3756,-37.4071549,144.9832134,-37.3581238,145.1011371,-37.4753364,144.80262
Chippendale,NSW,2008,-33.8878872,151.1964025,-33.8834628,151.2068077,-33.8940654,151.1876691
Chipping Norton,NSW,2170,-33.9477825,150.9190988,-33.8943255,150.9791385,-33.9667885,150.8487562
Chirnside,QLD,4723,-23.0806588,148.0242583,-22.6931154,148.6244233,-23.4849335,147.6652412
Chirnside Park,VIC,3116,-37.7373267,145.3088196,-37.7121866,145.3427351,-37.7716586,145.2869409
Chisholm,ACT,2905,-35.4366428,149.1099161,-35.4049222,149.1456101,-35.4611937,149.0642641
Chisholm,NSW,2322,-32.8189255,151.6654939,-32.7386737,151.7831773,-32.8816491,151.5379492
Chiswick,NSW,2046,-33.8566687,151.1315813,-33.8436757,151.1498009,-33.8741901,151.1116136
Chittaway Bay,NSW,2261,-33.3603327,151.4318742,-33.2817774,151.5534053,-33.4024858,151.3955275
Chittering,WA,6084,-31.5660082,116.0886704,-31.4095026,116.2383664,-31.7483554,115.8833204
Chocolyn,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192
Chorregon,QLD,4730,-23.8164969,143.2180495,-22.4965768,144.6620329,-24.8721116,141.7811019
Chowerup,WA,6244,-33.8646057,116.5137964,-33.5774724,116.8424504,-34.2575959,116.3350375
Chowilla,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Christie Downs,SA,5164,-35.1281692,138.496221,-35.1199168,138.5079295,-35.1387099,138.4854617
Christies Beach,SA,5165,-35.1335313,138.476227,-35.1238295,138.4871308,-35.1435615,138.4657264
Christmas Hills,VIC,3775,-37.6158673,145.3807298,-37.5262146,145.472412,-37.7166978,145.2563542
Chullora,NSW,2190,-33.90558,151.0529578,-33.8808504,151.0771839,-33.9174858,151.0372886
Chum Creek,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039
Church Point,NSW,2105,-33.6395909,151.290404,-33.6190015,151.2957024,-33.6602336,151.267173
Churchill,VIC,3842,-38.3219988,146.4160017,-38.2890809,146.4493659,-38.341695,146.3942489
Churchill Island,VIC,3925,-38.5282425,145.3862638,-38.4934126,145.4534336,-38.5675336,145.3041642
Churchlands,WA,6018,-31.8917374,115.7871034,-31.8574799,115.8051281,-31.9328173,115.7599666
Chute,VIC,3373,-37.4528631,143.3474304,-37.2694842,143.5740911,-37.644275,143.1135755
Cinnabar,QLD,4600,-26.1229125,152.215754,-25.88756,152.3737345,-26.2635553,152.0903589
Circular Head,TAS,7330,-40.8894957,144.9885732,-40.3882441,145.3127583,-41.2880485,144.6073376
City Beach,WA,6015,-31.9393057,115.7634366,-31.9079038,115.7843728,-31.9596243,115.7534611
Clackline,WA,6564,-31.7094264,116.5196956,-31.6626059,116.56849,-31.7575114,116.4759818
Clandulla,NSW,2848,-32.9298576,149.956588,-32.8236354,150.0429178,-33.02576,149.906482
Clapham,SA,5062,-34.9818924,138.6338758,-34.9645871,138.671826,-35.0003536,138.5972985
Clara Creek,QLD,4468,-26.569158,147.0111681,-25.8872699,147.3781915,-27.5436946,146.4071404
Clare,NSW,2711,-33.9871774,144.4342138,-33.2173583,145.7233148,-34.8939095,143.5339732
Clare,QLD,4807,-19.9200364,147.1464245,-19.3050271,147.6190775,-20.3967995,146.8814643
Claremont,TAS,7011,-42.7954134,147.2330077,-42.7651162,147.2832125,-42.8271214,147.1762026
Claremont,WA,6010,-31.9685608,115.7752703,-31.9497724,115.805779,-31.993484,115.7527109
Claremont Meadows,NSW,2747,-33.7568098,150.7330562,-33.6829467,150.8167443,-33.783414,150.7097358
Claremont North,WA,6010,-31.9685608,115.7752703,-31.9497724,115.805779,-31.993484,115.7527109
Clarence Gardens,SA,5039,-34.9844595,138.5737662,-34.9668227,138.5837163,-34.9932561,138.5640463
Clarence Park,SA,5034,-34.9528246,138.5912914,-34.9412516,138.6003364,-34.9672624,138.5729917
Clarence Town,NSW,2321,-32.6916544,151.4435474,-32.4571461,151.8906081,-32.821397,151.3991841
Clarendon,QLD,4311,-27.4025873,152.4269361,-27.3200084,152.6101107,-27.5707367,152.1908333
Clarendon,SA,5157,-35.0700533,138.6589406,-35.0338078,138.8157666,-35.3500425,138.5856239
Clarendon Vale,TAS,7019,-42.8951371,147.4367555,-42.8679882,147.4628705,-42.94019,147.4150093
Clareville,NSW,2107,-33.6357749,151.321021,-33.6059277,151.3439,-33.6521156,151.30462
Clarinda,VIC,3169,-37.9454838,145.1210303,-37.9262936,145.1418984,-37.9614776,145.0971669
Clarke Creek,QLD,4705,-22.5108293,149.1960526,-21.8609339,150.0764298,-23.5560345,148.502667
Clarkefield,VIC,3430,-37.497542,144.8071366,-37.4364578,144.8986988,-37.5280439,144.7012193
Clarkson,WA,6030,-31.6986683,115.7220148,-31.6512707,115.7480977,-31.71199,115.6859005
Clay Wells,SA,5280,-37.4887446,140.265662,-37.2860334,140.6102353,-37.8872846,139.9200407
Clayfield,QLD,4011,-27.4191871,153.0589126,-27.405781,153.0806322,-27.4296228,153.0446279
Claymore,NSW,2559,-34.050553,150.794076,-34.040487,150.8211953,-34.0619368,150.781018
Clayton,VIC,3168,-37.9211962,145.1320653,-37.8991518,145.1529232,-37.9313859,145.1075208
Clayton,VIC,3800,-37.9104511,145.1348243,-37.905095,145.1419489,-37.9162862,145.1277864
Clayton Bay,SA,5256,-35.4388004,139.0211225,-35.3248677,139.1610047,-35.5216202,138.8624547
Clayton South,VIC,3169,-37.9454838,145.1210303,-37.9262936,145.1418984,-37.9614776,145.0971669
Clear Island Waters,QLD,4226,-28.0648601,153.3859379,-28.0310393,153.4214469,-28.0941121,153.3543596
Clear Lake,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098
Clear Mountain,QLD,4500,-27.3033237,152.9323602,-27.2535721,153.0140697,-27.343515,152.8645986
Clearview,SA,5085,-34.854518,138.613832,-34.838565,138.6454518,-34.8736567,138.6001692
Cleland,SA,5152,-34.9900747,138.7091042,-34.9504416,138.7491692,-35.0199342,138.6590385
Clemant,QLD,4816,-21.1851758,145.1375834,-18.1487366,147.3477239,-22.1042482,141.3086607
Clematis,VIC,3782,-37.9137981,145.4582381,-37.8516969,145.529022,-37.9829829,145.3821679
Clements Gap,SA,5523,-33.3562876,138.1200592,-33.1038293,138.3889075,-33.5520075,137.8693078
Clemton Park,NSW,2206,-33.9267511,151.125756,-33.9130852,151.1552415,-33.9367845,151.0977007
Clermont,QLD,4721,-22.8318768,147.6290138,-21.5422004,148.2939164,-23.526065,146.0308151
Cleve,SA,5640,-33.5787333,136.400872,-33.2736868,136.6708533,-33.801618,136.115313
Cleveland,NSW,2530,-34.5227686,150.7446771,-34.4363035,150.8358389,-34.553737,150.6816957
